Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
06/01/2005,17.00.00,1.9,1173,-200,7.7,885,274,685,134,1288,1038,15.6,54.8,0.966
10/02/2005,05.00.00,1.5,-200,-200,-200,-200,102,-200,88,-200,-200,-200,-200,-200
03/12/2004,18.00.00,5.1,1482,-200,24,1404,634,463,134,1883,1657,16.5,71.7,13358
09/04/2004,19.00.00,3.4,-200,303,-200,-200,197,-200,137,-200,-200,-200,-200,-200
20/11/2004,03.00.00,2.4,698,-200,2.4,614,-200,1286,-200,718,591,10.4,19.2,0.242
15/01/2005,17.00.00,3,1279,-200,15.2,1154,515,573,179,1391,1544,10.5,55.1,0.6993
15/01/2005,03.00.00,1.6,979,-200,5.1,767,-200,827,-200,1041,908,3.3,82.6,0.645
07/10/2004,09.00.00,-200,1479,-200,22.2,1357,-200,491,-200,1937,1581,22.5,57,15314
31/03/2004,09.00.00,2.2,1262,216,8.6,924,181,872,125,1576,1093,10.4,74.4,0.9384
24/04/2004,15.00.00,1.7,1223,192,9,938,91,884,89,1610,880,25.6,36,11629
20/05/2004,10.00.00,2.2,1232,-200,12.4,1062,155,787,117,1707,1092,26.1,30,0.9972
20/11/2004,14.00.00,1.9,888,-200,10.9,1009,340,866,137,937,973,14.7,16.6,0.2756
05/02/2005,19.00.00,1.6,999,-200,6.2,821,263,846,174,915,926,6.4,36.8,0.3566
14/02/2005,02.00.00,1.1,1024,-200,4,709,142,798,109,1120,884,9.8,61.2,0.7413
11/12/2004,17.00.00,2.5,1042,-200,11.5,1031,369,756,131,1094,1084,16.1,23.4,0.4248
04/01/2005,03.00.00,0.8,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
21/12/2004,16.00.00,2.3,959,-200,8.6,924,316,899,137,993,897,8.8,35.7,0.4043
27/04/2004,07.00.00,4.1,1518,584,23.4,1389,314,589,122,2101,1703,15.9,48.5,0.8704
21/09/2004,12.00.00,3.3,1266,-200,17.7,1231,374,615,157,1768,1265,30.1,35.1,14782
07/10/2004,04.00.00,-200,924,-200,2.9,643,-200,948,-200,1329,825,19.9,66.1,15198
07/04/2004,15.00.00,1.9,1177,117,7.5,880,146,927,104,1552,776,10.9,76.4,0.9953
25/09/2004,04.00.00,0.3,724,-200,1,495,42,1531,27,1071,391,15.3,53.1,0.9181
26/10/2004,16.00.00,5.8,1669,-200,32.8,1615,760,404,166,2232,1963,24,55,16211
15/12/2004,19.00.00,3.6,-200,-200,-200,-200,484,-200,137,-200,-200,-200,-200,-200
26/10/2004,18.00.00,9.5,1908,-200,52.1,2007,952,325,180,2775,2372,22.5,61.5,16579
24/05/2004,20.00.00,1.2,895,-200,6.7,845,102,1072,96,1241,763,19.1,22.8,0.501
18/02/2005,21.00.00,2.8,1153,-200,10.1,981,424,666,202,1097,1273,8,41.3,0.4448
27/04/2004,21.00.00,2.5,1153,279,12.5,1066,135,811,122,1651,1194,19.9,37.8,0.8675
03/10/2004,04.00.00,-200,929,-200,3.9,703,-200,908,-200,1391,761,20.2,64.4,15035
14/01/2005,10.00.00,4.1,1363,-200,17.7,1229,754,515,147,1490,1638,8,71.9,0.7712
26/03/2004,18.00.00,2.4,1168,239,11.6,1037,125,868,105,1580,990,12.1,45.6,0.6403
09/10/2004,02.00.00,1.4,1150,-200,7.3,871,155,697,58,1502,1030,21.1,64.5,1594
20/02/2005,14.00.00,1,1017,-200,2.4,613,131,919,104,1007,551,8,65,0.6991
10/01/2005,04.00.00,0.6,960,-200,1.3,532,66,1059,60,1122,724,12.9,70.4,10444
28/12/2004,03.00.00,-200,961,-200,3,654,-200,925,-200,1084,755,9.5,70.1,0.8343
22/10/2004,22.00.00,1.6,1132,-200,9.7,965,164,669,74,1502,1211,21.2,65.7,16319
28/10/2004,04.00.00,-200,838,-200,3.8,700,112,936,41,1268,744,14.6,79.9,13156
06/01/2005,03.00.00,1.4,991,-200,3.5,681,-200,874,-200,1125,718,12.6,62.7,0.9121
14/11/2004,16.00.00,0.6,738,-200,1.3,529,100,1991,59,876,383,9.6,44.2,0.5289
07/10/2004,17.00.00,5.4,1623,-200,28.8,1522,398,447,111,2110,1618,28,38.5,1437
04/02/2005,14.00.00,1.9,1084,-200,8.6,923,312,712,149,1085,1046,12.9,31.8,0.4707
20/05/2004,16.00.00,2.2,1248,-200,13.7,1108,145,772,138,1701,969,32.6,19.3,0.935
22/12/2004,23.00.00,1.9,956,-200,5.7,796,248,915,132,861,1084,4.5,43.9,0.3728
28/05/2004,05.00.00,-200,814,-200,3.4,678,-200,1276,-200,1339,626,15.5,51.7,0.9019
29/05/2004,18.00.00,0.8,899,-200,5.8,803,87,1221,83,1426,596,22.4,31.3,0.8365
25/10/2004,21.00.00,3.5,1319,-200,19.1,1273,492,511,87,1806,1444,18.5,73.4,15461
04/01/2005,22.00.00,2.4,-200,-200,-200,-200,381,-200,150,-200,-200,-200,-200,-200
24/11/2004,03.00.00,1.8,1130,-200,8.4,915,-200,697,-200,1281,1205,10.6,80.3,10252
23/10/2004,03.00.00,0.8,943,-200,4.6,746,-200,852,-200,1374,864,19.3,68.1,15139
07/09/2004,07.00.00,2.5,1228,-200,13.9,1113,231,628,72,1719,1324,23.7,46.2,13376
18/11/2004,11.00.00,4.7,1416,-200,20.2,1302,1120,526,278,1471,1826,13.4,52.8,0.8086
25/10/2004,02.00.00,0.9,891,-200,4.4,735,112,878,44,1353,933,16.5,75.5,14056
11/04/2004,00.00.00,1.4,1028,84,5.1,770,75,1047,84,1326,913,11.2,56.2,0.7469
01/01/2005,13.00.00,2.2,1149,-200,8.4,914,382,742,147,1072,1242,9.5,41.2,0.4908
01/04/2004,21.00.00,2.5,1192,254,10.8,1007,154,827,124,1604,1223,16.8,44,0.8341
29/05/2004,02.00.00,0.6,892,-200,5.1,767,71,1180,84,1466,657,18,51.4,10504
10/09/2004,15.00.00,2.1,1077,-200,12.2,1056,280,908,143,1406,935,33.6,19.6,10029
15/09/2004,05.00.00,-200,940,-200,4,712,-200,961,-200,1499,848,20.6,76.2,18272
30/11/2004,14.00.00,2.2,1085,-200,9.7,967,241,943,108,1321,976,14.9,58.4,0.9839
17/03/2004,07.00.00,1.6,1173,84,7.5,878,160,1038,84,1556,1052,9.9,65.2,0.7956
15/11/2004,01.00.00,0.5,692,-200,1.1,507,65,1483,44,811,353,10.6,34.9,0.4455
09/05/2004,18.00.00,-200,1004,-200,6.3,827,-200,972,-200,1465,627,17.8,44.3,0.8929
08/01/2005,14.00.00,3.6,1387,-200,14.3,1127,516,530,175,1430,1615,13.4,55.9,0.8588
16/03/2004,09.00.00,3.7,1539,285,19.7,1287,229,698,95,2055,1507,13.6,56.3,0.8743
15/10/2004,04.00.00,-200,839,-200,2.3,604,-200,1097,-200,1259,605,15.2,79.4,13605
24/09/2004,08.00.00,5.5,1600,-200,34,1641,684,440,137,2430,1776,21.9,60.2,1.56
13/12/2004,16.00.00,4.5,1520,-200,30.1,1552,801,568,198,1615,2104,16,38.6,0.6952
09/09/2004,07.00.00,3,1200,-200,18.2,1246,553,798,136,1574,1416,19.7,37.5,0.8501
15/12/2004,01.00.00,2.3,-200,-200,-200,-200,352,-200,96,-200,-200,-200,-200,-200
09/12/2004,19.00.00,3.2,1114,-200,12.2,1057,388,777,135,1301,1079,15.1,45.4,0.7759
31/03/2004,04.00.00,0.5,851,18,0.8,477,15,1699,26,1064,343,14.5,36.1,0.5928
30/10/2004,12.00.00,3.7,1327,-200,18.7,1259,481,539,160,1826,1434,22.4,60.8,16261
09/01/2005,19.00.00,2.7,1221,-200,9.3,952,432,641,165,1334,1147,15.2,54.7,0.9362
19/09/2004,19.00.00,4.4,1345,-200,20.4,1306,489,587,188,1806,1416,27.5,38.1,13756
11/11/2004,11.00.00,4.5,1392,-200,21,1325,1145,511,194,1631,1465,11.2,80.7,10688
14/12/2004,07.00.00,1.7,1088,-200,8.7,927,494,715,111,1196,1154,6,76.7,0.722
17/11/2004,13.00.00,4.2,1317,-200,19,1269,905,554,205,1446,1679,14.7,38.9,0.6462
23/02/2005,16.00.00,2.3,1140,-200,9.2,946,377,653,224,1231,1076,5.4,75.9,0.6875
20/03/2004,19.00.00,3.5,1633,-200,16.6,1199,215,734,136,1919,1417,17.4,51.6,10159
12/11/2004,04.00.00,-200,812,-200,1.6,549,55,1213,43,1079,531,13.8,64,10042
13/12/2004,18.00.00,9.9,1881,-200,50.8,1983,1479,334,269,2271,2523,12.6,55.9,0.8142
31/03/2004,11.00.00,1.9,1277,156,7.7,886,140,902,109,1579,1004,12.2,70,0.9924
04/09/2004,23.00.00,2.6,1083,-200,13.3,1094,-200,706,-200,1537,926,29.6,24.3,0.9889
29/03/2004,08.00.00,4.1,1326,743,19.7,1289,259,714,134,1806,1431,10.9,44.1,0.5748
26/05/2004,02.00.00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
06/12/2004,19.00.00,4,1253,-200,17.9,1238,433,571,138,1613,1351,15.9,60.8,1088
26/03/2004,23.00.00,1.1,972,60,4.1,715,66,1237,74,1258,644,9.9,50.2,0.6103
11/01/2005,08.00.00,3.2,1474,-200,19,1268,583,502,136,1677,1503,12.1,67.6,0.95
07/10/2004,06.00.00,-200,1089,-200,7.4,873,-200,741,-200,1479,990,20.1,64.4,14967
01/04/2004,00.00.00,1.6,1143,106,6.3,825,96,986,86,1477,978,12,61.6,0.8593
29/12/2004,15.00.00,-200,892,-200,4.1,719,-200,918,-200,1019,635,12,44,0.6169
04/04/2004,18.00.00,-200,1258,-200,10,977,-200,838,-200,1636,838,22.1,39.3,10336
04/09/2004,05.00.00,0.8,958,-200,4.6,744,-200,809,-200,1419,903,22.1,54.5,14337
07/09/2004,16.00.00,1.6,958,-200,9,940,-200,820,-200,1380,728,32.4,19.4,0.9279
19/05/2004,09.00.00,4.6,1475,-200,22,1351,294,625,165,2006,1696,21,41.1,10104
04/11/2004,17.00.00,-200,1915,-200,45.9,1889,1052,340,186,2603,2110,24.8,53.9,16683
13/12/2004,22.00.00,2,1147,-200,10.9,1012,347,665,120,1214,1381,10.1,66.2,0.8185
19/05/2004,18.00.00,4.3,1379,-200,21.9,1349,214,645,162,1961,1373,26.4,30.1,10204
25/05/2004,23.00.00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
22/01/2005,15.00.00,0.1,1022,-200,7,857,244,770,133,1068,1088,15.8,33.8,0.6034
07/05/2004,14.00.00,1.8,890,-200,9.3,950,114,940,101,1460,655,19.8,29.7,0.678
26/12/2004,14.00.00,1,991,-200,2.7,632,123,981,88,1114,637,14.9,57.9,0.9726
05/12/2004,15.00.00,1.8,1061,-200,7.7,887,246,745,86,1367,889,12,80.8,11264
15/04/2004,02.00.00,-200,899,-200,2.1,591,-200,1243,-200,1259,815,10.7,62.3,0.7988
10/11/2004,23.00.00,2.7,1144,-200,13.4,1096,531,643,167,1394,1258,10.2,71.3,0.8859
30/12/2004,11.00.00,-200,861,-200,4.1,716,-200,973,-200,921,628,11.7,34.4,0.4712
04/12/2004,05.00.00,1.7,1032,-200,6.8,848,277,751,71,1266,972,11.4,81.1,10928
14/12/2004,00.00.00,1.9,1071,-200,7.4,873,339,739,107,1150,1193,8.6,70.5,0.7915
01/01/2005,08.00.00,1.1,915,-200,3,653,169,973,94,905,901,2.6,63.2,0.4721
23/10/2004,22.00.00,2.6,1297,-200,14.6,1136,283,567,89,1725,1307,20.3,70.5,16599
15/10/2004,14.00.00,-200,1067,-200,13,1085,-200,684,-200,1548,985,23.3,40.4,11421
08/04/2004,00.00.00,1.4,1020,88,4.8,752,95,1074,97,1398,839,9.3,75,0.8799
01/02/2005,01.00.00,1.1,996,-200,3.8,698,153,871,123,894,1228,4.1,50.1,0.415
26/11/2004,02.00.00,2.1,1121,-200,8.1,901,308,712,98,1215,1134,8.9,71.8,0.818
14/10/2004,13.00.00,-200,1052,-200,9.7,966,-200,726,-200,1446,982,22.2,41.4,1097
08/12/2004,01.00.00,1.9,1111,-200,7,856,176,746,81,1254,1036,14.7,60.3,10031
31/01/2005,03.00.00,0.5,787,-200,0.5,446,-200,1395,-200,657,310,4,36.4,0.2989
19/02/2005,07.00.00,1.1,993,-200,4.5,736,235,819,148,941,1018,0.9,64.6,0.4294
01/11/2004,04.00.00,-200,1253,-200,16.9,1206,291,540,52,1779,1579,18.4,77.9,16389
31/03/2004,07.00.00,3.1,1636,342,15.6,1168,207,721,110,1926,1438,13.8,58.2,0.9129
16/03/2004,16.00.00,2.9,1407,201,16.6,1197,184,905,129,1759,1313,28.2,18.6,0.7014
12/04/2004,13.00.00,0.6,895,39,1.4,536,53,1415,56,1229,421,11.2,64.4,0.8537
19/12/2004,17.00.00,3.6,1298,-200,13,1082,452,642,148,1287,1237,4.7,82.8,0.7157
02/01/2005,12.00.00,2.2,1130,-200,7.1,860,379,752,148,1058,1218,8,51.2,0.5516
15/09/2004,06.00.00,-200,1048,-200,7.8,891,-200,791,-200,1654,992,20.1,77.4,1802
25/04/2004,18.00.00,1.5,1001,137,6,811,98,1122,83,1344,625,18.5,27.8,0.5843
25/04/2004,04.00.00,-200,777,40,1.2,521,23,1535,33,1121,350,12.5,51.2,0.7374
09/11/2004,09.00.00,-200,1239,-200,22.8,1373,-200,550,-200,1593,1495,7.1,62,0.6265
17/05/2004,02.00.00,0.5,773,-200,1.8,568,25,1474,37,1113,392,18.4,27.6,0.5799
31/05/2004,11.00.00,1.4,1044,-200,12.6,1069,144,889,123,1683,942,28.9,26,10188
01/01/2005,16.00.00,2.1,1102,-200,7.7,885,313,772,139,1051,1142,12.8,32.6,0.4814
13/04/2004,19.00.00,5,1479,680,21.7,1343,259,631,144,1995,1579,14.7,47,0.7815
15/02/2005,08.00.00,1.5,1047,-200,6.7,844,363,784,196,979,987,6.1,39.9,0.3781
28/02/2005,13.00.00,1.1,840,-200,3.1,661,185,1016,125,757,435,4,36.8,0.3016
10/02/2005,21.00.00,4.5,-200,-200,-200,-200,605,-200,225,-200,-200,-200,-200,-200
28/02/2005,11.00.00,0.9,809,-200,2,587,200,1084,123,744,434,3.1,43.3,0.3354
21/09/2004,04.00.00,0.4,814,-200,2.1,589,42,1119,36,1246,565,20.8,55.9,13581
01/09/2004,01.00.00,1.3,953,-200,7,858,136,742,79,1544,780,22.8,58.5,15992
02/05/2004,20.00.00,2.6,1292,-200,10.7,1003,170,789,108,1753,1163,19.9,54.9,12632
26/04/2004,21.00.00,1.6,1017,99,6.7,842,89,1000,101,1441,846,17.3,38.8,0.7596
12/01/2005,04.00.00,-200,1002,-200,4.2,722,162,807,85,1161,998,10.7,71.3,0.9161
06/09/2004,00.00.00,1.3,957,-200,4.1,717,-200,911,-200,1322,579,25.3,36.9,11764
05/01/2005,09.00.00,4.8,1596,-200,21.6,1341,830,436,162,1672,1991,9.1,67.5,0.7831
14/05/2004,08.00.00,-200,1512,-200,29.1,1530,-200,527,-200,2326,1725,20,45.6,10524
21/10/2004,07.00.00,2.7,1303,-200,16.6,1198,332,578,83,1791,1235,21.9,64.8,1683
07/01/2005,15.00.00,3.3,1341,-200,14.8,1142,564,536,168,1454,1537,12.6,57.7,0.8387
12/01/2005,11.00.00,3.5,1383,-200,16.5,1196,800,497,191,1514,1717,11.8,65.5,0.901
28/09/2004,17.00.00,4.8,1323,-200,26.8,1474,501,554,173,1854,1547,28,23.3,0.8681
09/01/2005,21.00.00,2.5,1231,-200,9.6,962,412,625,151,1348,1192,14.4,58.2,0.9495
19/05/2004,14.00.00,2.1,1208,-200,13,1083,121,792,118,1702,891,31,22.6,10012
13/10/2004,03.00.00,-200,704,-200,0.5,444,-200,1558,-200,1050,394,14.4,57.6,0.9416
13/04/2004,17.00.00,3,1289,425,15.3,1158,184,755,118,1791,1196,16.1,42.8,0.7783
24/11/2004,05.00.00,1,931,-200,3.4,679,151,947,66,1138,867,10.5,77.8,0.9839
03/11/2004,21.00.00,2.4,1140,-200,12.7,1072,267,626,90,1597,1143,21.7,57.7,14766
13/10/2004,12.00.00,-200,945,-200,7.7,886,-200,818,-200,1307,827,18,46.1,0.9401
22/03/2004,14.00.00,2.2,1100,-200,11.2,1021,133,952,99,1607,822,21.3,26.1,0.6539
28/01/2005,05.00.00,0.5,818,-200,0.9,486,58,1282,49,781,422,4,47.8,0.3919
07/05/2004,17.00.00,3.6,1247,-200,17.9,1238,187,691,124,1948,1036,12.9,69.1,10249
04/09/2004,15.00.00,1.6,1029,-200,8.3,913,-200,787,-200,1373,607,38.3,19.3,12736
09/05/2004,03.00.00,-200,1034,-200,8.7,928,-200,848,-200,1619,1005,12.1,68.6,0.964
11/11/2004,16.00.00,3.2,1172,-200,13.7,1107,552,629,186,1449,1106,12.2,75.7,10693
07/02/2005,07.00.00,0.8,963,-200,2.4,615,177,980,133,837,916,3.4,47,0.3713
17/03/2004,06.00.00,0.5,891,18,1.9,576,46,1417,53,1289,733,11.9,57.4,0.7978
14/03/2004,21.00.00,3.4,1560,214,14.7,1140,217,784,146,1818,1648,16.7,49.6,0.932
28/10/2004,19.00.00,2.7,1140,-200,14.2,1122,262,619,103,1602,1208,19.7,64.5,14594
27/01/2005,20.00.00,3,1086,-200,11.5,1032,343,717,202,1049,1136,4.7,38.3,0.3306
22/02/2005,21.00.00,2.7,1122,-200,8.5,919,339,680,218,1201,981,4.3,79.5,0.6648
23/11/2004,09.00.00,5.7,1578,-200,27.6,1494,980,448,160,1854,1800,9.9,77.6,0.9488
10/11/2004,09.00.00,2,1021,-200,9.5,959,332,760,149,1297,910,7.9,73.5,0.7883
29/03/2004,05.00.00,0.7,898,33,1.7,559,55,1441,70,1180,648,10.1,51.2,0.6341
15/11/2004,04.00.00,-200,681,-200,0.4,428,24,1768,21,817,297,10.7,39.2,0.5045
06/04/2004,09.00.00,4.4,1524,776,22,1350,256,588,125,2096,1604,18.4,46.3,0.9734
23/01/2005,22.00.00,-200,1044,-200,3.5,685,141,903,104,1042,860,5.8,74.4,0.6924
04/04/2004,04.00.00,-200,1028,-200,3.5,682,-200,1090,-200,1448,697,14.3,65.3,10594
20/04/2004,13.00.00,-200,1250,-200,15.8,1173,-200,720,-200,1870,1282,21.8,39.6,10209
22/03/2004,15.00.00,2.1,1094,-200,10.7,1003,130,965,99,1574,813,21.3,26.8,0.6681
03/04/2004,16.00.00,-200,1361,-200,13.5,1102,-200,834,-200,1704,991,25.8,26.5,0.8675
01/11/2004,11.00.00,2.6,1293,-200,13.9,1114,326,584,88,1702,1704,25.1,56,17565
15/11/2004,00.00.00,0.6,696,-200,1.3,532,96,1416,62,814,393,10.9,33.5,0.4378
13/11/2004,14.00.00,3.3,1234,-200,12.1,1053,364,639,133,1476,1114,21.5,43.1,10919
03/11/2004,14.00.00,2.5,1192,-200,13,1085,266,617,79,1638,1170,26.6,42.5,14568
13/03/2004,19.00.00,4.2,1609,258,19.6,1286,277,758,165,1922,1612,15.8,42.4,0.7569
22/03/2004,07.00.00,1.2,1090,-200,5.1,768,86,1072,76,1538,699,15.7,57.6,10195
16/11/2004,16.00.00,2.4,1017,-200,11.4,1029,483,768,148,1160,1046,17.6,23.7,0.473
12/05/2004,01.00.00,0.8,986,-200,5.2,771,54,964,67,1518,947,17.6,57.6,11484
29/01/2005,13.00.00,1.1,877,-200,2.5,618,135,1027,96,830,505,3.1,48.1,0.3722
02/09/2004,06.00.00,0.8,903,-200,5.8,803,87,819,58,1471,853,21.8,55.5,14323
30/01/2005,03.00.00,1.1,884,-200,2.2,599,-200,1065,-200,813,503,3.1,45.2,0.3504
12/02/2005,10.00.00,2.7,1381,-200,11.9,1045,496,541,221,1307,1706,7.8,58,0.6136
17/01/2005,10.00.00,3.1,1196,-200,14.7,1139,530,617,186,1271,1497,4.6,52.1,0.4472
16/12/2004,22.00.00,5.4,-200,-200,-200,-200,1060,-200,186,-200,-200,-200,-200,-200
26/04/2004,09.00.00,1.4,941,89,5.3,780,113,1080,84,1343,720,16.3,38.4,0.7052
05/02/2005,10.00.00,1.3,966,-200,4.9,760,302,877,200,890,940,7.5,39.2,0.4091
08/12/2004,03.00.00,1.5,1051,-200,6.1,815,-200,1305,-200,1203,951,12.3,69.7,0.9954
14/01/2005,07.00.00,1.4,1079,-200,7.3,869,374,732,110,1160,1039,5.7,79.3,0.7326
04/04/2004,07.00.00,-200,1034,-200,3.5,684,-200,1110,-200,1423,813,13.7,64.8,10135
14/10/2004,07.00.00,-200,1079,-200,10.2,985,-200,758,-200,1465,1009,15.3,56.3,0.9684
26/05/2004,05.00.00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
27/09/2004,16.00.00,2,1020,-200,11.8,1042,251,788,112,1401,927,24.2,27.2,0.8128
06/05/2004,09.00.00,3.4,1176,-200,16.4,1191,220,705,130,1836,1217,17.9,46.1,0.9388
05/12/2004,18.00.00,2.4,1120,-200,8.9,935,275,744,93,1385,922,12,78.4,10954
23/02/2005,17.00.00,2.5,1160,-200,10.3,990,403,632,238,1254,1090,4.9,78.2,0.6826
25/11/2004,14.00.00,2.5,1142,-200,12.8,1078,358,670,126,1256,1261,16.4,38.2,0.7081
01/05/2004,01.00.00,2.4,1179,-200,9.3,951,129,826,84,1724,1323,17.3,68.3,13346
25/09/2004,21.00.00,1.7,897,-200,7.4,875,223,937,88,1227,902,18.4,33.2,0.6975
22/10/2004,09.00.00,2.9,1315,-200,18.7,1261,341,535,88,1830,1554,22.3,60.6,16069
01/04/2004,22.00.00,2,1186,188,9.9,976,127,844,113,1570,1200,15.8,48,0.8569
18/04/2004,22.00.00,-200,1078,-200,6.6,841,-200,920,-200,1595,962,15.5,63.3,11071
02/04/2004,06.00.00,1.1,1067,93,4.3,727,91,1055,82,1448,903,11.4,71.8,0.9671
30/09/2004,16.00.00,3.9,1505,-200,23.4,1388,422,516,146,1978,1503,25.8,44.8,14644
14/11/2004,15.00.00,0.5,703,-200,1.1,512,81,2121,48,837,356,10.5,37.9,0.4821
11/10/2004,08.00.00,3.5,1326,-200,24.5,1416,366,499,68,1971,1395,20.2,66.6,15567
12/09/2004,02.00.00,-200,1108,-200,8.4,917,-200,797,-200,1495,1129,22,55.8,14585
21/11/2004,01.00.00,1.5,1065,-200,9.7,968,428,808,196,1059,1249,4.9,53,0.4629
22/05/2004,07.00.00,1.2,1153,-200,9.2,947,107,795,80,1643,1076,17.2,52.9,10276
19/02/2005,10.00.00,2.2,1085,-200,5.7,800,346,750,200,983,1219,3.1,57.2,0.4402
14/05/2004,07.00.00,3.7,1388,-200,22.8,1372,272,601,140,2105,1449,18.5,49.4,10397
10/11/2004,22.00.00,2.2,1048,-200,9.9,973,346,731,148,1298,1074,10.5,70.3,0.893
19/11/2004,11.00.00,3.5,1290,-200,13.8,1110,612,571,231,1512,1441,17,55.9,10741
